logicId,title,securityCode,companyName,filePath,fileMd5,,一级分类,二级分类,三级分类,披露日期
146003929,股东会议事规则（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b313d45af2a11f08dbdfa163e957f7a.pdf,,,公司制度,规范运作制度,股东大会议事规则,2025/10/22
146003949,募集资金管理制度（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b33d93eaf2a11f099ecfa163e957f7a.pdf,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003940,内部审计管理制度（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b32ed5aaf2a11f09ab0fa163e957f7a.pdf,,,公司制度,其他制度,内部审计制度,2025/10/22
146003931,上海行动教育科技股份有限公司章程（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b3e969eaf2a11f08d27fa163e957f7a.pdf,,,公司制度,规范运作制度,公司章程,2025/10/22
146003928,董事、高级管理人员持股变动管理制度,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b0ee6d6af2a11f08889fa163e957f7a.pdf,,,公司制度,董监高相关制度,董监高持股变动管理制度,2025/10/22
146003939,董事会议事规则（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b10c374af2a11f0aa4efa163e957f7a.pdf,,,公司制度,规范运作制度,董事会议事规则,2025/10/22
146003942,董事会专门委员会议事规则（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b108907af2a11f0b1fffa163e957f7a.pdf,,,公司制度,其他制度,其它治理制度,2025/10/22
146003930,总经理工作细则（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b11087baf2a11f0986dfa163e957f7a.pdf,,,公司制度,董监高相关制度,总裁工作细则,2025/10/22
146003933,信息披露管理制度（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b0e5e37af2a11f0b14bfa163e957f7a.pdf,,,公司制度,信披及交易类制度,信息披露管理办法,2025/10/22
146003932,中国西电电气股份有限公司董事会薪酬与考核委员会议事规则,601179,中国西电,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b175043af2a11f0874dfa163e957f7a.pdf,,,公司制度,规范运作制度,董事会薪酬与考核委员会议事规则,2025/10/22
146003941,投资者关系管理工作制度（2025年修订）,605098,行动教育,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b184c2caf2a11f0a900fa163e957f7a.pdf,,,公司制度,其他制度,投资者关系制度,2025/10/22
146003951,中国西电电气股份有限公司董事会战略委员会议事规则,601179,中国西电,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b7d9ed7af2a11f0bb8cfa163e957f7a.pdf,,,公司制度,规范运作制度,董事会战略委员会议事规则,2025/10/22
146003934,中国西电电气股份有限公司董事会提名委员会议事规则,601179,中国西电,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b0e6f90af2a11f0b797fa163e957f7a.pdf,,,公司制度,规范运作制度,董事会提名委员会议事规则,2025/10/22
146003935,中国西电电气股份有限公司董事会审计委员会议事规则,601179,中国西电,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b48ce3faf2a11f0a2a0fa163e957f7a.pdf,,,公司制度,规范运作制度,董事会审计委员会议事规则,2025/10/22
146003936,中国西电电气股份有限公司股东会议事规则,601179,中国西电,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b4160a8af2a11f0bbdffa163e957f7a.pdf,,,公司制度,规范运作制度,股东大会议事规则,2025/10/22
146003946,中国西电电气股份有限公司董事会议事规则,601179,中国西电,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/1b4f1ba9af2a11f0bf44fa163e957f7a.pdf,,,公司制度,规范运作制度,董事会议事规则,2025/10/22
146003802,新东方新材料股份有限公司控股子公司管理制度,603110,东方材料,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/c652140eaf2511f082ccfa163e957f7a.pdf,,,公司制度,其他制度,子公司管理制度,2025/10/22
146003787,《南京麦澜德医疗科技股份有限公司章程》（2025年10月）,688273,麦澜德,http://dataclouds.cninfo.com.cn/shgonggao/2025/2025-10-23/a82ed4bdaf2411f089ddfa163e957f7a.pdf,,,公司制度,规范运作制度,公司章程,2025/10/22
146003719,冰山冷热：募集资金管理制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724564.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003742,冰山冷热：投资者关系管理制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724563.PDF,,,公司制度,其他制度,投资者关系制度,2025/10/22
146003741,冰山冷热：信息披露事务管理制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724562.PDF,,,公司制度,信披及交易类制度,信息披露管理办法,2025/10/22
146003723,冰山冷热：重大信息内部报告制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724561.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003730,冰山冷热：关联交易管理制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724560.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003707,冰山冷热：董事会秘书工作制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724576.PDF,,,公司制度,董监高相关制度,董事会秘书制度,2025/10/22
146003702,冰山冷热：内幕信息知情人登记管理制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724575.PDF,,,公司制度,信披及交易类制度,内幕信息知情人制度,2025/10/22
146003705,冰山冷热：内部审计制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724574.PDF,,,公司制度,其他制度,内部审计制度,2025/10/22
146003715,冰山冷热：信息披露重大差错责任追究制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724573.PDF,,,公司制度,信披及交易类制度,信息披露差错追究制度,2025/10/22
146003714,冰山冷热：董事、高级管理人员对外发布信息行为规范,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724572.PDF,,,公司制度,董监高相关制度,其他制度,2025/10/22
146003713,冰山冷热：会计师事务所选聘制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724571.PDF,,,公司制度,其他制度,会计师事务所选聘制度,2025/10/22
146003712,冰山冷热：对外捐赠及赞助管理制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724570.PDF,,,公司制度,信披及交易类制度,对外捐赠制度,2025/10/22
146003700,冰山冷热：董事会审计委员会实施细则,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724569.PDF,,,公司制度,规范运作制度,董事会审计委员会议事规则,2025/10/22
146003704,冰山冷热：董事会薪酬与考核委员会实施细则,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724568.PDF,,,公司制度,规范运作制度,董事会薪酬与考核委员会议事规则,2025/10/22
146003711,冰山冷热：独立董事制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724567.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003710,冰山冷热：独立董事年报工作制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724566.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003703,冰山冷热：总经理工作细则,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724565.PDF,,,公司制度,董监高相关制度,总裁工作细则,2025/10/22
146003697,冰山冷热：募集资金管理制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724564.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003709,冰山冷热：投资者关系管理制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724563.PDF,,,公司制度,其他制度,投资者关系制度,2025/10/22
146003708,冰山冷热：信息披露事务管理制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724562.PDF,,,公司制度,信披及交易类制度,信息披露管理办法,2025/10/22
146003698,冰山冷热：重大信息内部报告制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724561.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003701,冰山冷热：关联交易管理制度,200530,冰山B,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724560.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003746,冰山冷热：会计师事务所选聘制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724571.PDF,,,公司制度,其他制度,会计师事务所选聘制度,2025/10/22
146003718,冰山冷热：董事会秘书工作制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724576.PDF,,,公司制度,董监高相关制度,董事会秘书制度,2025/10/22
146003732,冰山冷热：总经理工作细则,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724565.PDF,,,公司制度,董监高相关制度,总裁工作细则,2025/10/22
146003731,泰山石油：泰山石油外部董事考核评价办法（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724641.PDF,,,公司制度,其他制度,薪酬管理制度,2025/10/22
146003752,泰山石油：泰山石油外部信息报送及使用管理制度（2025版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724640.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003751,泰山石油：泰山石油年报信息披露重大差错责任追究制度（2025版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724639.PDF,,,公司制度,信披及交易类制度,信息披露差错追究制度,2025/10/22
146003729,泰山石油：泰山石油内部审计制度（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724638.PDF,,,公司制度,其他制度,内部审计制度,2025/10/22
146003750,泰山石油：泰山石油内部控制管理制度（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724637.PDF,,,公司制度,其他制度,内部控制制度,2025/10/22
146003739,泰山石油：泰山石油规范与关联方资金往来管理制度（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724636.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003722,泰山石油：泰山石油关联交易管理制度（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724635.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003738,泰山石油：泰山石油对外担保管理制度（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724634.PDF,,,公司制度,信披及交易类制度,对外担保制度,2025/10/22
146003749,泰山石油：泰山石油董事长专题会议制度（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724633.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003737,泰山石油：泰山石油董事会授权管理办法（2025年版）,000554,泰山石油,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724632.PDF,,,公司制度,信披及交易类制度,对外投资制度,2025/10/22
146003725,冰山冷热：内幕信息知情人登记管理制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724575.PDF,,,公司制度,信披及交易类制度,内幕信息知情人制度,2025/10/22
146003735,冰山冷热：内部审计制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724574.PDF,,,公司制度,其他制度,内部审计制度,2025/10/22
146003748,冰山冷热：信息披露重大差错责任追究制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724573.PDF,,,公司制度,信披及交易类制度,信息披露差错追究制度,2025/10/22
146003747,冰山冷热：董事、高级管理人员对外发布信息行为规范,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724572.PDF,,,公司制度,董监高相关制度,其他制度,2025/10/22
146003745,冰山冷热：对外捐赠及赞助管理制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724570.PDF,,,公司制度,信披及交易类制度,对外捐赠制度,2025/10/22
146003724,冰山冷热：董事会审计委员会实施细则,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724569.PDF,,,公司制度,规范运作制度,董事会审计委员会议事规则,2025/10/22
146003734,冰山冷热：董事会薪酬与考核委员会实施细则,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724568.PDF,,,公司制度,规范运作制度,董事会薪酬与考核委员会议事规则,2025/10/22
146003744,冰山冷热：独立董事制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724567.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003743,冰山冷热：独立董事年报工作制度,000530,冰山冷热,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724566.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003667,理工光科：武汉理工光科股份有限公司章程,300557,理工光科,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724530.PDF,,,公司制度,规范运作制度,公司章程,2025/10/22
146003673,理工光科：武汉理工光科股份有限公司募集资金管理制度,300557,理工光科,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724529.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003605,华骐环保：安徽华骐环保科技股份有限公司董事、高级管理人员离职管理制度,300929,华骐环保,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724494.PDF,,,公司制度,董监高相关制度,其他制度,2025/10/22
146003604,华骐环保：安徽华骐环保科技股份有限公司信息披露暂缓与豁免制度,300929,华骐环保,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724493.PDF,,,公司制度,信披及交易类制度,信息披露豁免及暂缓制度,2025/10/22
146003500,涛涛车业：浙江涛涛车业股份有限公司章程（2025年10月修订）,301345,涛涛车业,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724365.PDF,,,公司制度,规范运作制度,公司章程,2025/10/22
146003497,涛涛车业：提名委员会实施细则（2025年10月修订）,301345,涛涛车业,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724363.PDF,,,公司制度,规范运作制度,董事会提名委员会议事规则,2025/10/22
146003488,多氟多：多氟多新材料股份有限公司内部控制缺陷认定标准,002407,多氟多,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724301.PDF,,,公司制度,其他制度,内部控制制度,2025/10/22
146003433,乖宝宠物：信息披露管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724260.PDF,,,公司制度,信披及交易类制度,信息披露管理办法,2025/10/22
146003461,乖宝宠物：股东会议事规则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724274.PDF,,,公司制度,规范运作制度,股东大会议事规则,2025/10/22
146003445,乖宝宠物：投资者关系管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724259.PDF,,,公司制度,其他制度,投资者关系制度,2025/10/22
146003457,乖宝宠物：董事、高级管理人员持有公司股份及其变动管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724258.PDF,,,公司制度,董监高相关制度,董监高持股变动管理制度,2025/10/22
146003446,乖宝宠物：印章使用管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724257.PDF,,,公司制度,其他制度,印章管理制度,2025/10/22
146003432,乖宝宠物：重大信息内部报告制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724256.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003444,乖宝宠物：利润分配管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724255.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003421,乖宝宠物：外部信息报送及使用管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724254.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003431,乖宝宠物：征集投票权实施细则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724253.PDF,,,公司制度,规范运作制度,股东大会投票制度,2025/10/22
146003456,乖宝宠物：内部控制缺陷认定标准,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724252.PDF,,,公司制度,其他制度,内部控制制度,2025/10/22
146003455,乖宝宠物：董事会各专门委员会工作细则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724251.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003443,乖宝宠物：中小投资者单独计票管理办法,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724250.PDF,,,公司制度,规范运作制度,股东大会投票制度,2025/10/22
146003441,乖宝宠物：会计师事务所选聘制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724249.PDF,,,公司制度,其他制度,会计师事务所选聘制度,2025/10/22
146003430,乖宝宠物：信息披露暂缓与豁免管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724248.PDF,,,公司制度,信披及交易类制度,信息披露豁免及暂缓制度,2025/10/22
146003442,乖宝宠物：董事、高级管理人员薪酬管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724247.PDF,,,公司制度,其他制度,薪酬管理制度,2025/10/22
146003440,乖宝宠物：董事会审计委员会年报工作规程,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724245.PDF,,,公司制度,规范运作制度,董事会审计委员会议事规则,2025/10/22
146003429,乖宝宠物：内部审计制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724244.PDF,,,公司制度,其他制度,内部审计制度,2025/10/22
146003448,乖宝宠物：年度报告重大差错责任追究制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724262.PDF,,,公司制度,信披及交易类制度,信息披露差错追究制度,2025/10/22
146003428,乖宝宠物：独立董事工作制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724277.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003435,乖宝宠物：公司章程,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724276.PDF,,,公司制度,规范运作制度,公司章程,2025/10/22
146003434,乖宝宠物：独立董事年报工作制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724275.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003458,乖宝宠物：对外提供财务资助管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724261.PDF,,,公司制度,信披及交易类制度,财务资助制度,2025/10/22
146003460,乖宝宠物：防范控股股东及关联方资金占用管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724273.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003451,乖宝宠物：董事会秘书工作细则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724272.PDF,,,公司制度,董监高相关制度,董事会秘书制度,2025/10/22
146003453,乖宝宠物：董事会议事规则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724271.PDF,,,公司制度,规范运作制度,董事会议事规则,2025/10/22
146003449,乖宝宠物：总裁工作细则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724270.PDF,,,公司制度,董监高相关制度,总裁工作细则,2025/10/22
146003447,乖宝宠物：股东会网络投票管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724269.PDF,,,公司制度,规范运作制度,股东大会投票制度,2025/10/22
146003426,乖宝宠物：对外担保管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724268.PDF,,,公司制度,信披及交易类制度,对外担保制度,2025/10/22
146003424,乖宝宠物：累积投票制实施细则,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724267.PDF,,,公司制度,规范运作制度,股东大会投票制度,2025/10/22
146003422,乖宝宠物：内幕信息知情人管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724266.PDF,,,公司制度,信披及交易类制度,内幕信息知情人制度,2025/10/22
146003452,乖宝宠物：对外投资管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724265.PDF,,,公司制度,信披及交易类制度,对外投资制度,2025/10/22
146003450,乖宝宠物：关联交易控制与决策制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724264.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003459,乖宝宠物：募集资金管理制度,301498,乖宝宠物,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724263.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003387,长虹华意：募集资金管理制度（2025年10月修订）,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724219.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003382,长虹华意：重大信息内部报告制度（2025年10月修订）,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724216.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003380,长虹华意：信息披露暂缓与豁免管理制度（2025年10月制定）,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724217.PDF,,,公司制度,信披及交易类制度,信息披露豁免及暂缓制度,2025/10/22
146003383,长虹华意：内部审计制度（2025年10月修订）,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724218.PDF,,,公司制度,其他制度,内部审计制度,2025/10/22
146003381,长虹华意：关联交易管理制度（2025年10月修订）,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724220.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003379,长虹华意：董事离职管理制度（2025年10月制定）,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724221.PDF,,,公司制度,董监高相关制度,其他制度,2025/10/22
146003384,长虹华意：关于修订《募集资金管理制度》的公告,000404,长虹华意,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724222.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003356,鸥玛软件：《内部审计制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724326.PDF,,,公司制度,其他制度,内部审计制度,2025/10/22
146003343,鸥玛软件：《年报信息披露重大差错追究制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724324.PDF,,,公司制度,信披及交易类制度,信息披露差错追究制度,2025/10/22
146003345,鸥玛软件：《承诺管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724325.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003347,鸥玛软件：《董事会办公室管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724323.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003355,鸥玛软件：《重大信息内部报告制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724322.PDF,,,公司制度,信披及交易类制度,重大信息内部报告制度,2025/10/22
146003346,鸥玛软件：山东山大鸥玛软件股份有限公司章程（2025年10月）,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724321.PDF,,,公司制度,规范运作制度,公司章程,2025/10/22
146003341,鸥玛软件：《股东会议事规则》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724320.PDF,,,公司制度,规范运作制度,股东大会议事规则,2025/10/22
146003339,鸥玛软件：《独立董事工作制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724319.PDF,,,公司制度,董监高相关制度,独立董事工作制度,2025/10/22
146003344,鸥玛软件：《内部控制缺陷认定标准》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724318.PDF,,,公司制度,其他制度,内部控制制度,2025/10/22
146003323,鸥玛软件：《董事会议事规则》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724317.PDF,,,公司制度,规范运作制度,董事会议事规则,2025/10/22
146003321,鸥玛软件：《董事、高级管理人员薪酬管理办法》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724316.PDF,,,公司制度,其他制度,薪酬管理制度,2025/10/22
146003317,鸥玛软件：《募集资金管理办法》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724315.PDF,,,公司制度,信披及交易类制度,募集资金管理制度,2025/10/22
146003342,鸥玛软件：《利润分配管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724314.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003340,鸥玛软件：《对外担保管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724313.PDF,,,公司制度,信披及交易类制度,对外担保制度,2025/10/22
146003354,鸥玛软件：《内部控制制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724312.PDF,,,公司制度,其他制度,内部控制制度,2025/10/22
146003319,鸥玛软件：《关联交易管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724311.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003337,鸥玛软件：《对外投资管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724310.PDF,,,公司制度,信披及交易类制度,对外投资制度,2025/10/22
146003336,鸥玛软件：《关于防范控股股东及其他关联方占用公司资金管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724309.PDF,,,公司制度,信披及交易类制度,关联交易制度,2025/10/22
146003318,鸥玛软件：《董事会秘书工作制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724328.PDF,,,公司制度,董监高相关制度,董事会秘书制度,2025/10/22
146003331,鸥玛软件：《信息披露暂缓与豁免管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724343.PDF,,,公司制度,信披及交易类制度,信息披露豁免及暂缓制度,2025/10/22
146003326,鸥玛软件：《分公司管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724342.PDF,,,公司制度,其他制度,其它治理制度,2025/10/22
146003330,鸥玛软件：《子公司管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724341.PDF,,,公司制度,其他制度,子公司管理制度,2025/10/22
146003324,鸥玛软件：《董事离职管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724340.PDF,,,公司制度,董监高相关制度,其他制度,2025/10/22
146003348,鸥玛软件：《信息披露事务管理制度》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724339.PDF,,,公司制度,信披及交易类制度,信息披露管理办法,2025/10/22
146003350,鸥玛软件：《累积投票实施细则》,301185,鸥玛软件,http://static.cninfo.com.cn/finalpage/2025-10-23/1224724338.PDF,,,公司制度,规范运作制度,股东大会投票制度,2025/10/22
